1	0	Inmolat	VERB	verb	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	Inmolat	ROOT	0
1	1	Deo	NOUN	noun	Case=Dat|Gender=Masc|Number=Sing	Deus	obl:arg	0
1	2	Patri	NOUN	noun	Case=Dat|Gender=Masc|Number=Sing	pater	flat	1
2	0	pius	ADJ	adjective	Case=Nom|Gender=Masc|Number=Sing	pius	ROOT	0
2	1	,	PUNCT	punc		,	punct	2
2	2	fidelis	ADJ	adjective	Case=Nom|Gender=Masc|Number=Sing	fidelis	conj	0
2	3	,	PUNCT	punc		,	punct	4
2	4	innocens	ADJ	adjective	Case=Nom|Gender=Masc|Number=Sing	innocens	conj	0
2	5	,	PUNCT	punc		,	punct	6
2	6	pudicus	NOUN	noun	Case=Nom|Gender=Masc|Number=Sing	pudicus	conj	0
3	0	dona	NOUN	noun	Case=Acc|Gender=Neut|Number=Plur	donum	ROOT	0
3	1	conscientiae	NOUN	noun	Case=Gen|Gender=Fem|Number=Sing	conscientia	nmod	0
3	2	,	PUNCT	punc		,	punct	0
4	0	quibus	PRON	pronoun	Case=Dat|Gender=Masc|Number=Plur	qui	obl	3
4	1	beata	ADJ	adjective	Case=Nom|Gender=Fem|Number=Sing	beatus	amod	2
4	2	mens	NOUN	noun	Case=Nom|Gender=Fem|Number=Sing	mens	nsubj	3
4	3	abundat	VERB	verb	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	abundo	ROOT	3
4	4	intus	ADV	adverb		intus	advmod	3
4	5	.	PUNCT	punc		.	punct	3
5	0	alter	DET	adjective	Case=Nom|Gender=Masc|Number=Sing	alter	ROOT	0
5	1	et	CCONJ	conjunction		et	cc	2
5	2	pecuniam	NOUN	noun	Case=Acc|Gender=Fem|Number=Sing	pecunia	conj	0
6	0	recidit	VERB	verb	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	recidio	ROOT	0
6	1	,	PUNCT	punc		,	punct	3
6	2	unde	ADV	adverb		unde	advmod:lmod	3
6	3	victitent	VERB	verb	Mood=Sub|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	victitent	conj	0
6	4	egeni	ADJ	adjective	Case=Nom|Gender=Masc|Number=Plur	egenus	obj	3
6	5	.	PUNCT	punc		.	punct	0
7	0	nos	PRON	pronoun	Case=Acc|Number=Plur|Person=1	nos	ROOT	0
7	1	citos	ADV	adverb		cieo	advmod	0
7	2	iambicos	ADJ	noun	Case=Acc|Gender=Masc|Number=Plur	iambicus	appos	0
8	0	sacramus	ADJ	noun	Case=Nom|Gender=Masc|Number=Sing	sacro	ROOT	0
8	1	et	CCONJ	conjunction		et	cc	3
8	2	rotatiles	ADJ	adjective	Case=Acc|Gender=Masc|Number=Plur	rotatilis	amod	3
8	3	trochaeos	NOUN	noun	Case=Acc|Gender=Masc|Number=Plur	trochaeus	conj	0
9	0	sanctitatis	NOUN	noun	Case=Gen|Gender=Fem|Number=Sing	sanctitas	nmod	1
9	1	indigi	VERB	verb	Mood=Ind|Number=Sing|Person=1|Tense=Perf|VerbForm=Fin|Voice=Act	indigo	ROOT	1
10	0	nec	ADV	conjunction		nec	advmod	4
10	1	ad	ADP	preposition		ad	case	2
10	2	levamen	NOUN	noun	Case=Acc|Gender=Neut|Number=Sing	leuamen	obl	4
10	3	pauperum	ADJ	adjective	Case=Gen|Gender=Masc|Number=Plur	pauper	nmod	2
10	4	potentes	VERB	verb	Case=Nom|Gender=Masc|Number=Plur|VerbForm=Part|Voice=Act	possum	ROOT	4
10	5	.	PUNCT	punc		.	punct	4
