1	0	Transcriptis	VERB	verb	Case=Abl|Gender=Neut|Number=Plur|VerbForm=Part|Voice=Pass	transcribo	advcl:abs	15
1	1	exultanter	ADV	adverb		exultanter	advmod	0
1	2	ac	CCONJ	conjunction		atque	cc	3
1	3	raptim	ADV	adverb		raptim	conj	1
1	4	quae	PRON	pronoun	Case=Acc|Gender=Neut|Number=Plur	qui	obj	5
1	5	deprecante	VERB	verb	Case=Abl|Gender=Masc|Number=Sing|VerbForm=Part|Voice=Act	deprecor	advcl:abs	8
1	6	me	PRON	pronoun	Case=Acc|Number=Sing|Person=1	ego	obj	5
1	7	exemplanda	VERB	verb	Case=Acc|Gender=Neut|Mood=Gdv|Number=Plur|Tense=Fut|VerbForm=Part|Voice=Pass	exemplor	xcomp	5
1	8	misisti	VERB	verb	Mood=Ind|Number=Sing|Person=2|Tense=Perf|VerbForm=Fin|Voice=Act	mitto	conj	0
1	9	illico	DET	adjective	Case=Abl|Gender=Masc|Number=Sing	illicus	advmod	8
1	10	ad	ADP	preposition		ad	case	11
1	11	beatitudinem	NOUN	noun	Case=Acc|Gender=Fem|Number=Sing	beatitudo	obl	8
1	12	uestram	DET	adjective	Case=Acc|Gender=Fem|Number=Sing	uester	det	11
1	13	uolumen	NOUN	noun	Case=Acc|Gender=Fem|Number=Sing	uolumen	obj	15
1	14	utrumque	DET	pronoun	Case=Acc|Gender=Neut|Number=Sing	uterque	obj	15
1	15	direxi	VERB	verb	Mood=Ind|Number=Sing|Person=1|Tense=Perf|VerbForm=Fin|Voice=Act	dirigo	ROOT	15
1	16	;	PUNCT	punc		;	punct	15
1	17	unica	ADJ	adjective	Case=Nom|Gender=Fem|Number=Sing	unicus	amod	23
1	18	uero	ADV	adverb		uero	discourse	22
1	19	illa	DET	pronoun	Case=Nom|Gender=Fem|Number=Sing	ille	det	23
1	20	et	CCONJ	conjunction		et	cc	22
1	21	sine	ADP	preposition		sine	case	22
