1.1	0	Lectis	VERB	verb	Case=Abl|Gender=Fem|Number=Plur|VerbForm=Part|Voice=Pass	Lectis	advcl:abs	11
1.1	1	epistolis	NOUN	noun	Case=Abl|Gender=Fem|Number=Plur	epistola	nsubj:pass	0
1.1	2	tuis	DET	adjective	Case=Abl|Gender=Fem|Number=Plur	tuus	det	1
1.1	3	multo	DET	adverb	Case=Abl|Gender=Masc|Number=Sing	multus	det	4
1.1	4	modo	NOUN	noun	Case=Abl|Gender=Masc|Number=Sing	modus	obl	9
1.1	5	per	ADP	preposition		per	case	6
1.1	6	motum	NOUN	noun	Case=Acc|Gender=Masc|Number=Sing	motus	obl	9
1.1	7	affectum	VERB	noun	Case=Acc|Gender=Masc|Number=Sing|VerbForm=Part|Voice=Pass	affectus	obj	9
1.1	8	lacrimis	NOUN	noun	Case=Abl|Gender=Fem|Number=Plur	lacrima	obl:arg	9
1.1	9	tenere	VERB	verb	Case=Acc|Gender=Neut|Number=Sing|Tense=Pres|VerbForm=Inf|Voice=Act	tenere	xcomp	11
1.1	10	non	PART	particle		non	advmod:neg	11
1.1	11	potui	VERB	verb	Mood=Ind|Number=Sing|Person=1|Tense=Perf|VerbForm=Fin|Voice=Act	possum	ROOT	11
1.1	12	:	PUNCT	punc		:	punct	11
1.1	13	nam	PART	particle		nam	discourse	16
1.1	14	et	CCONJ	conjunction		et	cc	16
1.1	15	gaudio	NOUN	noun	Case=Abl|Gender=Neut|Number=Sing	gaudium	obl	16
1.1	16	flebam	VERB	verb	Mood=Ind|Number=Sing|Person=1|Tense=Imp|VerbForm=Fin|Voice=Act	fleo	ROOT	16
1.1	17	,	PUNCT	punc		,	punct	31
1.1	18	quod	SCONJ	conjunction		quod	mark	31
1.1	19	te	PRON	pronoun	Case=Acc|Number=Sing|Person=2	tu	nsubj	25
1.1	20	secundum	ADP	preposition		secundum	case	24
1.1	21	Domini	NOUN	noun	Case=Gen|Gender=Masc|Number=Sing	Dominus	nmod	24
1.1	22	Dei	NOUN	noun	Case=Gen|Gender=Masc|Number=Sing	Deus	nmod	21
1.1	23	nostri	DET	adjective	Case=Gen|Gender=Masc|Number=Sing	noster	det	22
1.1	24	praecepta	NOUN	verb	Case=Acc|Gender=Neut|Number=Plur	praeceptum	obl	25
1.1	25	uiuere	VERB	verb	Gender=Neut|Number=Sing|Tense=Pres|VerbForm=Inf|Voice=Act	uiuo	dep	31
1.1	26	ex	ADP	preposition		ex	case	27
1.1	27	sermone	NOUN	noun	Case=Abl|Gender=Masc|Number=Sing	sermo	obl	31
1.1	28	ipso	DET	determiner	Case=Abl|Gender=Masc|Number=Sing	ipse	det	27
1.1	29	litterarum	NOUN	noun	Case=Gen|Gender=Fem|Number=Plur	littera	obj	32
1.1	30	tuarum	DET	adjective	Case=Gen|Gender=Fem|Number=Plur	tuus	det	29
1.1	31	poteram	VERB	verb	Mood=Ind|Number=Sing|Person=1|Tense=Imp|VerbForm=Fin|Voice=Act	possum	advcl	16
1.1	32	agnoscere	VERB	verb	Tense=Pres|VerbForm=Inf|Voice=Act	agnosco	xcomp	31
1.1	33	,	PUNCT	punc		,	punct	39
1.1	34	et	CCONJ	conjunction		et	cc	39
1.1	35	prae	ADP	preposition		prae	case	36
1.1	36	desiderio	NOUN	noun	Case=Abl|Gender=Neut|Number=Sing	desiderium	obl	39
1.1	37	tui	DET	adjective	Case=Gen|Gender=Masc|Number=Sing	tu	nmod	36
1.1	38	non	PART	particle		non	advmod:neg	39
1.1	39	poteram	VERB	verb	Mood=Ind|Number=Sing|Person=1|Tense=Imp|VerbForm=Fin|Voice=Act	possum	conj	31
1.1	40	non	PART	particle		non	advmod:neg	41
1.1	41	dx)lere	VERB	verb	Tense=Pres|VerbForm=Inf|Voice=Act	dx)lere	xcomp	39
1.1	42	,	PUNCT	punc		,	punct	49
1.1	43	quod	SCONJ	conjunction		quod	mark	49
1.1	44	per	ADP	preposition		per	case	48
1.1	45	summam	ADJ	adjective	Case=Acc|Gender=Fem|Number=Sing	summus	amod	49
1.1	46	a	ADP	preposition		ab	case	47
1.1	47	te	PRON	pronoun	Case=Abl|Number=Sing|Person=2	tu	obl:arg	49
1.1	48	iniuriam	NOUN	noun	Case=Acc|Gender=Fem|Number=Sing	iniuria	obl	49
1.1	49	alienabar	VERB	verb	Mood=Ind|Number=Sing|Person=1|Tense=Imp|VerbForm=Fin|Voice=Pass	alieno	acl:relcl	21
1.1	50	,	PUNCT	punc		,	punct	51
1.1	51	si	SCONJ	conjunction		si	mark	54
1.1	52	litteras	NOUN	noun	Case=Acc|Gender=Fem|Number=Plur	littera	obj	54
1.1	53	non	PART	particle		non	advmod:neg	54
1.1	54	misisses	VERB	verb	Mood=Sub|Number=Sing|Person=2|Tense=Pqp|VerbForm=Fin|Voice=Act	mitto	advcl	49
1.1	55	.	PUNCT	punc		.	punct	16
1.1	56	tali	DET	adjective	Case=Abl|Gender=Fem|Number=Sing	talis	det	58
1.1	57	ergo	ADV	adverb		ergo	discourse	60
1.1	58	sorore	NOUN	noun	Case=Abl|Gender=Fem|Number=Sing	soror	obl:arg	60
1.1	59	non	PART	particle		non	advmod:neg	60
1.1	60	fruerer	VERB	verb	Mood=Imp|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Pass	fruor	ROOT	60
1.1	61	?	PUNCT	punc		?	punct	60
1.1	62	testor	VERB	noun	Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Pass	testor	ROOT	62
1.1	63	autem	PART	particle		autem	discourse	62
1.1	64	salutem	NOUN	noun	Case=Acc|Gender=Fem|Number=Sing	salus	obj	62
1.1	65	tuam	DET	adjective	Case=Acc|Gender=Fem|Number=Sing	tuus	det	64
1.1	66	:	PUNCT	punc		:	punct	62
1.1	67	persaepe	ADV	adverb		persaepe	advmod	71
1.1	68	ad	ADP	preposition		ad	case	69
1.1	69	nos	PRON	pronoun	Case=Acc|Number=Plur|Person=1	nos	obl:arg	70
1.1	70	uenire	VERB	verb	Case=Acc|Gender=Neut|Number=Sing|Tense=Pres|VerbForm=Inf|Voice=Act	uenio	xcomp	71
1.1	71	uolui	VERB	verb	Mood=Ind|Number=Sing|Person=1|Tense=Perf|VerbForm=Fin|Voice=Act	uolo	ROOT	71
1.1	72	,	PUNCT	punc		,	punct	76
1.1	73	sed	CCONJ	conjunction		sed	cc	76
1.1	74	usque	ADP	preposition		usque	case	75
1.1	75	adhuc	ADV	adverb		adhuc	advmod	76
1.1	76	impeditus	VERB	verb	Case=Nom|Gender=Masc|Number=Sing|VerbForm=Part|Voice=Pass	impedio	conj	71
1.1	77	sum	AUX	verb	Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin	sum	aux:pass	76
1.1	78	,	PUNCT	punc		,	punct	79
1.1	79	obsistente	VERB	verb	Case=Abl|Gender=Masc|Number=Sing|VerbForm=Part|Voice=Act	obsisto	advcl:abs	76
1.1	80	eo	PRON	pronoun	Case=Abl|Gender=Masc|Number=Sing|Person=3	is	nsubj	79
1.1	81	qui	PRON	pronoun	Case=Nom|Gender=Masc|Number=Sing	qui	nsubj	82
1.1	82	consueuit	VERB	verb	Mood=Ind|Number=Sing|Person=3|Tense=Perf|VerbForm=Fin|Voice=Act	consuesco	acl:relcl	80
1.1	83	obsistere	VERB	verb	Case=Acc|Gender=Neut|Number=Sing|Tense=Pres|VerbForm=Inf|Voice=Act	obsisto	xcomp	82
1.1	84	.	PUNCT	punc		.	punct	71
1.1	85	nam	PART	particle		nam	discourse	87
1.1	86	et	CCONJ	conjunction		et	advmod:emph	87
1.1	87	festinabam	VERB	verb	Mood=Ind|Number=Sing|Person=1|Tense=Imp|VerbForm=Fin|Voice=Act	festino	ROOT	87
1.1	88	desiderio	NOUN	noun	Case=Abl|Gender=Neut|Number=Sing	desiderium	obl	93
1.1	89	meo	DET	adjective	Case=Dat|Gender=Neut|Number=Sing	meus	det	88
1.1	90	in	ADP	preposition		in	case	92
1.1	91	tuo	DET	adjective	Case=Abl|Gender=Masc|Number=Sing	tuus	det	92
1.1	92	aspectu	NOUN	noun	Case=Abl|Gender=Masc|Number=Sing	aspectus	obl	93
1.1	93	satisfacere	VERB	verb	Case=Acc|Gender=Neut|Number=Sing|Tense=Pres|VerbForm=Inf|Voice=Act	satisfacio	xcomp	87
1.1	94	,	PUNCT	punc		,	punct	102
1.1	95	et	CCONJ	conjunction		et	cc	102
1.1	96	opus	NOUN	noun	Case=Acc|Gender=Neut|Number=Sing	opus	nsubj:pass	102
1.1	97	Domini	NOUN	noun	Case=Gen|Gender=Masc|Number=Sing	Dominus	nmod	96
1.1	98	nostri	DET	adjective	Case=Gen|Gender=Masc|Number=Sing	noster	det	97
1.1	99	inter	ADP	preposition		inter	case	100
1.1	100	nos	PRON	pronoun	Case=Acc|Number=Plur|Person=1	nos	obl	102
1.1	101	obiter	ADV	adverb		obiter	advmod	102
1.1	102	uidebamur	VERB	verb	Mood=Ind|Number=Plur|Person=1|Tense=Imp|VerbForm=Fin|Voice=Pass	uideo	conj	87
1.1	103	acturi	VERB	verb	Case=Nom|Gender=Masc|Number=Plur|VerbForm=Part|Voice=Act	acturi	xcomp	102
1.1	104	,	PUNCT	punc		,	punct	105
1.1	105	cum	SCONJ	conjunction		cum	mark	116
1.1	106	alter	DET	adjective	Case=Nom|Gender=Masc|Number=Sing	alter	nsubj	116
1.1	107	alterum	DET	adjective	Case=Acc|Gender=Masc|Number=Sing	alter	obj	108
1.1	108	consolando	VERB	verb	Case=Abl|Gender=Neut|Mood=Ger|Number=Sing|Tense=Fut|VerbForm=Part|Voice=Pass	consolo	advcl	116
1.1	109	,	PUNCT	punc		,	punct	108
1.1	110	calcata	VERB	verb	Case=Acc|Gender=Neut|Number=Plur|VerbForm=Part|Voice=Pass	calco	amod	113
1.1	111	a	ADP	preposition		ab	case	112
1.1	112	nobis	PRON	pronoun	Case=Abl|Number=Plur|Person=1	nos	obl:arg	110
1.1	113	mole	NOUN	noun	Case=Abl|Gender=Fem|Number=Sing	molis	obl	116
1.1	114	saeculi	NOUN	noun	Case=Gen|Gender=Neut|Number=Sing	saeculum	nmod	113
1.1	115	,	PUNCT	punc		,	punct	113
1.1	116	uiueremus	VERB	verb	Mood=Sub|Number=Plur|Person=1|Tense=Imp|VerbForm=Fin|Voice=Act	uiuo	advcl	102
1.1	117	.	PUNCT	punc		.	punct	87
1.1	118	sed	CCONJ	conjunction		sed	cc	126
1.1	119	iam	ADV	adverb		iam	advmod:tmod	126
1.1	120	ego	PRON	pronoun	Case=Nom|Number=Sing|Person=1	ego	nsubj	126
1.1	121	ueniendi	VERB	verb	Case=Gen|Gender=Neut|Mood=Ger|Number=Sing|Tense=Fut|VerbForm=Part|Voice=Pass	uenio	acl	122
1.1	122	diem	NOUN	noun	Case=Acc|Gender=Masc|Number=Sing	dies	obj	126
1.1	123	tempus	NOUN	noun	Case=Acc|Gender=Neut|Number=Sing	tempus	obj	126
1.1	124	que	ADV	adverb		que	obj	126
1.1	125	non	PART	particle		non	advmod:neg	126
1.1	126	statuo	VERB	verb	Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	statuo	ROOT	126
1.1	127	,	PUNCT	punc		,	punct	128
1.1	128	quia	SCONJ	conjunction		quia	mark	135
1.1	129	quotiescum	ADV	adverb		quotiescum	advmod:emph	135
1.1	130	que	ADV	adverb		que	advmod:emph	131
1.1	131	statui	VERB	verb	Mood=Ind|Number=Sing|Person=1|Tense=Perf|VerbForm=Fin|Voice=Act	status	advcl	135
1.1	132	,	PUNCT	punc		,	punct	131
1.1	133	implere	VERB	verb	Tense=Pres|VerbForm=Inf|Voice=Act	impleo	xcomp	135
1.1	134	non	PART	particle		non	advmod:neg	135
1.1	135	potui	VERB	verb	Mood=Ind|Number=Sing|Person=1|Tense=Perf|VerbForm=Fin|Voice=Act	possum	advcl	126
1.1	136	:	PUNCT	punc		:	punct	126
1.1	137	Domini	NOUN	noun	Case=Gen|Gender=Masc|Number=Sing	Dominus	vocative	138
1.1	138	opperiar	VERB	verb	Mood=Ind|Number=Sing|Person=1|Tense=Fut|VerbForm=Fin|Voice=Pass	opperior	ROOT	138
1.1	139	uoluntatem	NOUN	noun	Case=Acc|Gender=Fem|Number=Sing	uoluntas	obj	138
1.1	140	spero	VERB	adverb	Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	spero	advmod	138
1.1	141	que	DET	adverb	Case=Dat|Gender=Fem|Number=Sing	que	advmod	138
1.1	142	quod	SCONJ	conjunction		quod	mark	152
1.1	143	meis	DET	adjective	Case=Abl|Gender=Neut|Number=Plur	meus	det	144
1.1	144	uotis	NOUN	noun	Case=Abl|Gender=Neut|Number=Plur	uotus	obl	153
1.1	145	et	CCONJ	conjunction		et	cc	146
1.1	146	orationibus	NOUN	noun	Case=Abl|Gender=Fem|Number=Plur	oratio	conj	144
1.1	147	tuis	DET	adjective	Case=Abl|Gender=Fem|Number=Plur	tuus	det	146
1.1	148	de	ADP	preposition		de	case	152
1.1	149	nostra	DET	adjective	Case=Abl|Gender=Fem|Number=Sing	noster	det	154
1.1	150	nos	PRON	pronoun	Case=Acc|Number=Plur|Person=1	nos	obj	153
1.1	151	fructum	NOUN	noun	Case=Acc|Gender=Masc|Number=Sing	fructus	obj	153
1.1	152	faciat	VERB	verb	Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	facio	advcl	138
1.1	153	capere	VERB	verb	Case=Acc|Gender=Neut|Number=Sing|Tense=Pres|VerbForm=Inf|Voice=Act	capio	xcomp	152
1.1	154	praesentia	NOUN	noun	Case=Abl|Gender=Fem|Number=Sing	praesentia	obl	153
1.1	155	.	PUNCT	punc		.	punct	138
1.2	0	Ceterum	DET	adverb	Case=Acc|Gender=Neut|Number=Sing	ceterum	advmod	26
1.2	1	quod	SCONJ	conjunction		quod	mark	18
1.2	2	a	ADP	preposition		ab	case	3
1.2	3	me	PRON	pronoun	Case=Abl|Number=Sing|Person=1	ego	obl:arg	18
1.2	4	in	ADP	preposition		in	case	6
1.2	5	omnibus	DET	adjective	Case=Abl|Gender=Fem|Number=Plur	omnis	det	6
1.2	6	epistolis	NOUN	noun	Case=Abl|Gender=Fem|Number=Plur	epistola	obl	18
1.2	7	,	PUNCT	punc		,	punct	11
1.2	8	quas	PRON	pronoun	Case=Acc|Gender=Fem|Number=Plur	qui	obj	11
1.2	9	ad	ADP	preposition		ad	case	10
1.2	10	te	PRON	pronoun	Case=Acc|Number=Sing|Person=2	tu	obl	11
1.2	11	miseram	VERB	adjective	Mood=Ind|Number=Sing|Person=1|Tense=Pqp|VerbForm=Fin|Voice=Act	miser	acl:relcl	6
1.2	12	,	PUNCT	punc		,	punct	6
1.2	13	uitae	NOUN	noun	Case=Gen|Gender=Fem|Number=Sing	uita	nmod	17
1.2	14	ac	CCONJ	conjunction		atque	cc	15
1.2	15	fidei	NOUN	noun	Case=Gen|Gender=Fem|Number=Sing	fides	conj	13
1.2	16	tuae	DET	adjective	Case=Gen|Gender=Fem|Number=Sing	tuus	det	13
1.2	17	praecepta	NOUN	noun	Case=Acc|Gender=Neut|Number=Plur	praeceptum	obj	18
1.2	18	desiderasti	VERB	verb	Mood=Ind|Number=Sing|Person=2|Tense=Perf|VerbForm=Fin|Voice=Act	desidero	csubj	26
1.2	19	,	PUNCT	punc		,	punct	18
1.2	20	iam	ADV	adverb		iam	advmod:tmod	26
1.2	21	per	ADP	preposition		per	case	22
1.2	22	adsiduitatem	NOUN	noun	Case=Acc|Gender=Fem|Number=Sing	adsiduitas	nmod	25
1.2	23	scriptorum	NOUN	verb	Case=Gen|Gender=Masc|Number=Plur	scriptor	nmod	22
1.2	24	meorum	DET	adjective	Case=Gen|Gender=Masc|Number=Plur	meus	det	23
1.2	25	uerba	NOUN	noun	Case=Acc|Gender=Neut|Number=Plur	uerbum	obj	26
1.2	26	consumpsi	VERB	verb	Mood=Ind|Number=Sing|Person=1|Tense=Perf|VerbForm=Fin|Voice=Act	consumo	ROOT	26
1.2	27	:	PUNCT	punc		:	punct	26
1.2	28	nihil	PRON	pronoun	Case=Acc	nihil	obj	31
1.2	29	nouum	ADJ	adjective	Case=Acc|Gender=Neut|Number=Sing	nouus	amod	28
1.2	30	tibi	PRON	pronoun	Case=Dat|Number=Sing|Person=2	tu	obl:arg	31
1.2	31	rescribere	VERB	verb	Tense=Pres|VerbForm=Inf|Voice=Act	rescribo	xcomp	33
1.2	32	modo	ADV	noun		modus	advmod	31
1.2	33	possum	VERB	verb	Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	possum	ROOT	33
1.2	34	,	PUNCT	punc		,	punct	38
1.2	35	quod	PRON	pronoun	Case=Acc|Gender=Neut|Number=Sing	qui	obj	38
1.2	36	ante	ADV	adverb		ante	advmod:tmod	38
1.2	37	non	PART	particle		non	advmod:neg	38
1.2	38	scripserim	VERB	verb	Mood=Sub|Number=Sing|Person=1|Tense=Perf|VerbForm=Fin|Voice=Act	scribo	dep	33
1.2	39	.	PUNCT	punc		.	punct	33
1.2	40	et	CCONJ	conjunction		et	cc	42
1.2	41	sane	ADV	adverb		sane	advmod	42
1.2	42	propitio	VERB	adjective	Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	propitio	ROOT	42
1.2	43	Deo	NOUN	noun	Case=Dat|Gender=Masc|Number=Sing	Deus	obl	46
1.2	44	iam	ADV	adverb		iam	advmod:tmod	46
1.2	45	non	PART	particle		non	advmod:neg	46
1.2	46	indiges	ADJ	verb	Case=Acc|Gender=Masc|Number=Plur	indigeo	acl	42
1.2	47	admoneri	VERB	verb	Tense=Pres|VerbForm=Inf|Voice=Pass	admoneo	xcomp	46
1.2	48	,	PUNCT	punc		,	punct	57
1.2	49	quae	PRON	pronoun	Case=Nom|Gender=Fem|Number=Sing	qui	nmod	58
1.2	50	fidem	NOUN	noun	Case=Acc|Gender=Fem|Number=Sing	fides	obj	53
1.2	51	inter	ADP	preposition		inter	case	52
1.2	52	principia	NOUN	noun	Case=Acc|Gender=Neut|Number=Plur	principium	obl	53
1.2	53	consummans	VERB	verb	Case=Nom|Gender=Fem|Number=Sing|VerbForm=Part|Voice=Act	consummo	advcl	57
1.2	54	deuotam	VERB	verb	Case=Acc|Gender=Fem|Number=Sing|VerbForm=Part|Voice=Pass	deuoueo	acl	58
1.2	55	in	ADP	preposition		in	case	56
1.2	56	Christo	ADJ	adjective	Case=Abl|Gender=Masc|Number=Sing	Christus	obl	57
1.2	57	exhibes	VERB	verb	Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	exhibeo	acl:relcl	47
1.2	58	caritatem	NOUN	noun	Case=Acc|Gender=Fem|Number=Sing	caritas	obj	57
1.2	59	.	PUNCT	punc		.	punct	42
1.2	60	unum	NUM	number	Case=Acc|Gender=Neut|Number=Sing	unum	obj	62
1.2	61	tamen	ADV	adverb		tamen	advmod	62
1.2	62	moneo	VERB	verb	Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	moneo	ROOT	62
1.2	63	,	PUNCT	punc		,	punct	65
1.2	64	ne	SCONJ	conjunction		ne	mark	65
1.2	65	transcursa	VERB	verb	Mood=Sub|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	transcurdo	advcl	62
1.2	66	*	PUNCT	punc		*	punct	65
1.2	67	)	PUNCT	punc		)	punct	65
1.2	68	jPfMMMtt	NOUN	proper_noun	Case=Acc|Gender=Fem|Number=Sing	jPfMMMtt	advcl	62
1.2	69	edita	VERB	verb	Case=Nom|Gender=Fem|Number=Sing|VerbForm=Part|Voice=Pass	edo	xcomp	68
1.2	70	a	ADP	preposition		ab	case	71
1.2	71	Baluzio	PROPN	noun	Case=Abl|Gender=Masc|Number=Sing	Baluzium	obl:arg	69
1.2	72	in	ADP	preposition		in	case	73
1.2	73	JfMceM	NOUN	noun	Case=Acc|Gender=Fem|Number=Sing	JfMceM	obl	69
1.2	74	.	PUNCT	punc		.	punct	62
1.2	75	J	NOUN	number		J	ROOT	75
1.2	76	,	PUNCT	punc		,	punct	78
1.2	77	329	NUM	number		329	nummod	78
1.2	78	sqq	NOUN	noun		sqq	nmod	75
1.2	79	.	PUNCT	punc		.	punct	78
1.2	80	ex	ADP	preposition		ex	case	81
1.2	81	codice	NOUN	noun	Case=Abl|Gender=Masc|Number=Sing	codex	ROOT	81
1.2	82	collegii	NOUN	noun	Case=Gen|Gender=Neut|Number=Sing	collegium	nmod	81
1.2	83	SS	ADJ	verb		SS	nmod	81
1.2	84	.	PUNCT	punc		.	punct	83
1.2	85	et	CCONJ	conjunction		et	cc	86
